1778542898	0	1778542913
1778542913	1	1778542922
1778542922	2	1778542927
1778542927	3	1778542932
1778542932	4	1778542935
1778542935	6	1778542938
1778542938	7	1778542940
1778542940	8	1778542951
1778542951	9	1778542953
1778542953	10	1778543845
1778543845	9	1778543850
1778543850	7	1778543855
1778543855	5	1778543860
1778543860	4	1778543865
1778543865	2	1778543883
1778543883	1	1778543970
